cg21237418,cg14001567,cg18396533,cg14672994,cg06630737,cg06834875,cg17820591,cg17927917,cg08912400,cg04809787,cg26163537,cg23696834,cg23749760,cg24101359,cg27522780,cg20025656,cg02867079,cg09619786,cg12281657,cg09052983,cg26200580,cg23214764,cg24178740,cg13134662,cg02595219,cg01185080,cg07360076,cg08727202,cg15835825,cg18107072,cg04749104,cg14170423,cg05970437,cg26453588,cg14204735,cg14849559,cg12613383,cg07895149,cg01457653,cg18877506,cg21700166,cg13488201,cg02914379,cg03005261,cg17679246,cg00651216,cg00273068,cg14892066,cg13097407,cg12800028
0.74727,0.03638,0.80517,0.71247,0.81114,0.84189,0.74104,0.6587,0.73995,0.71983,0.78326,0.66983,0.71157,0.75029,0.5131,0.68494,0.74481,0.69112,0.79361,0.67288,0.53034,0.76981,0.68604,0.63386,0.79762,0.76219,0.6689,0.7564,0.04859,0.664,0.70817,0.74725,0.84433,0.77863,0.81504,0.4742,0.70105,0.42519,0.38829,0.66961,0.6674,0.71855,0.68485,0.78225,0.73114,0.6445,0.68407,0.47649,0.83732,0.17312
0.72471,0.03355,0.35254,0.27305,0.8836,0.8149,0.81084,0.72395,0.74152,0.72848,0.79112,0.75766,0.75011,0.823,0.20739,0.74766,0.83541,0.64265,0.83219,0.75014,0.66001,0.81391,0.59301,0.32015,0.82573,0.5837,0.76801,0.41476,0.05607,0.75476,0.55613,0.75142,0.83541,0.58705,0.79229,0.70562,0.53016,0.70632,0.34992,0.80621,0.60438,0.75521,0.61489,0.82526,0.44082,0.36971,0.73824,0.4108,0.90807,0.14932
0.77273,0.03191,0.80725,0.76408,0.88251,0.83691,0.69639,0.5916,0.74962,0.65142,0.79259,0.70202,0.78015,0.80111,0.15927,0.72179,0.82604,0.75919,0.78944,0.68453,0.62987,0.77913,0.71712,0.49381,0.82213,0.67615,0.7041,0.63216,0.04626,0.70929,0.61875,0.76019,0.69857,0.65662,0.8086,0.67662,0.62916,0.72612,0.49189,0.82468,0.32525,0.72001,0.73045,0.8115,0.65764,0.42919,0.72607,0.41292,0.84387,0.17246
0.83998,0.05007,0.88202,0.8601,0.92152,0.88394,0.86946,0.85814,0.85324,0.87921,0.88135,0.81469,0.83541,0.90118,0.66002,0.78609,0.90201,0.83941,0.92394,0.83103,0.45956,0.89568,0.8205,0.50969,0.89911,0.86286,0.80734,0.81343,0.05805,0.84466,0.46585,0.83541,0.88137,0.59605,0.88534,0.87594,0.79391,0.66759,0.70019,0.86304,0.62169,0.83755,0.81583,0.87351,0.76081,0.55768,0.82214,0.83483,0.90974,0.16743
0.82659,0.03283,0.81837,0.39716,0.85609,0.83625,0.7675,0.851,0.77938,0.68139,0.84872,0.65933,0.79126,0.95567,0.76003,0.79745,0.83725,0.81935,0.84591,0.76515,0.21039,0.75357,0.7738,0.06495,0.87716,0.82575,0.82641,0.74152,0.05309,0.79184,0.83088,0.81011,0.73825,0.86745,0.86257,0.8242,0.77695,0.83006,0.27926,0.83167,0.73327,0.7821,0.75182,0.8532,0.70329,0.70449,0.78608,0.69574,0.87155,0.08126
0.74347,0.05118,0.68038,0.73644,0.86289,0.78573,0.79033,0.66098,0.73675,0.72451,0.75798,0.72315,0.71362,0.8789,0.64897,0.72417,0.8485,0.7482,0.82339,0.74544,0.64755,0.77846,0.53766,0.3392,0.80414,0.77874,0.75211,0.54651,0.06179,0.71722,0.77635,0.74828,0.79038,0.80269,0.78907,0.72321,0.6326,0.82877,0.32503,0.79468,0.46318,0.69455,0.631,0.77352,0.41689,0.70066,0.71799,0.62679,0.68563,0.20413
0.74071,0.03453,0.64596,0.74199,0.82498,0.83023,0.75029,0.77839,0.72223,0.77324,0.778,0.68911,0.63682,0.80402,0.60056,0.73088,0.74779,0.72134,0.76341,0.69154,0.77533,0.77722,0.75614,0.41422,0.8172,0.8387,0.74084,0.78049,0.04701,0.70521,0.69058,0.75312,0.85585,0.732,0.82811,0.7617,0.49017,0.8259,0.80008,0.7849,0.47453,0.68884,0.72477,0.76322,0.53991,0.61316,0.73322,0.76957,0.85295,0.12803
0.807,0.04044,0.84597,0.80427,0.90326,0.85071,0.81933,0.81212,0.82917,0.80149,0.85322,0.75292,0.77321,0.92462,0.79368,0.78255,0.71737,0.82394,0.85407,0.80816,0.77502,0.81606,0.80746,0.47102,0.86976,0.68726,0.86173,0.70516,0.03975,0.81208,0.85586,0.81593,0.8546,0.84663,0.85338,0.76477,0.78756,0.84179,0.766,0.83139,0.77637,0.81371,0.79507,0.88997,0.73892,0.59047,0.79034,0.79928,0.75373,0.15369
0.73711,0.03694,0.71028,0.70063,0.78708,0.79389,0.72458,0.68426,0.72185,0.63656,0.76762,0.6441,0.63255,0.78431,0.43683,0.71549,0.75722,0.69234,0.76059,0.62365,0.60094,0.661,0.54816,0.4651,0.72095,0.72384,0.66474,0.75948,0.04362,0.63853,0.75237,0.70245,0.69556,0.63609,0.7923,0.68949,0.47088,0.80265,0.64612,0.75105,0.46724,0.6742,0.6388,0.70058,0.66234,0.52627,0.72061,0.49965,0.70247,0.11562
0.69951,0.04701,0.79263,0.65268,0.74784,0.66201,0.69308,0.59243,0.60977,0.6658,0.66491,0.58837,0.68095,0.93706,0.42575,0.62102,0.73997,0.62022,0.71495,0.57408,0.58709,0.72005,0.66428,0.48943,0.7166,0.66122,0.68138,0.69934,0.04719,0.62763,0.69151,0.61471,0.70388,0.78263,0.74857,0.46808,0.62495,0.76905,0.72685,0.47912,0.6152,0.64972,0.60402,0.78753,0.63805,0.55339,0.6008,0.63474,0.77879,0.2158
0.70104,0.04205,0.74508,0.64711,0.65017,0.83137,0.6754,0.60525,0.72759,0.42249,0.71232,0.59252,0.55367,0.77821,0.48588,0.644,0.78901,0.53459,0.66311,0.54622,0.64294,0.63531,0.65236,0.36888,0.77679,0.36946,0.69165,0.70429,0.06038,0.63869,0.73324,0.6797,0.69293,0.68764,0.74819,0.63651,0.5,0.74609,0.60181,0.58146,0.57186,0.66048,0.67112,0.75361,0.57079,0.46019,0.61799,0.59141,0.59496,0.136
0.71314,0.03702,0.30098,0.4791,0.71166,0.81947,0.64774,0.46286,0.67578,0.12285,0.72571,0.63117,0.70698,0.77068,0.4283,0.64315,0.72473,0.20765,0.74471,0.60156,0.2779,0.45084,0.50358,0.27787,0.81529,0.40613,0.47973,0.6194,0.05718,0.66358,0.64013,0.71047,0.75932,0.5366,0.77542,0.58679,0.40639,0.16715,0.28527,0.75373,0.22909,0.66738,0.54461,0.76072,0.22477,0.45688,0.64865,0.65817,0.60757,0.13375
0.78585,0.03294,0.80913,0.76053,0.77742,0.80431,0.82219,0.77841,0.79233,0.81608,0.65811,0.7468,0.72646,0.86887,0.48623,0.75685,0.88528,0.78343,0.83021,0.74249,0.80891,0.79458,0.67992,0.25874,0.81827,0.79952,0.80742,0.73722,0.04863,0.79465,0.82215,0.69022,0.92487,0.87338,0.83187,0.7282,0.50496,0.79068,0.45775,0.67566,0.58656,0.73983,0.68004,0.86833,0.22917,0.68908,0.78679,0.3947,0.83132,0.40463
0.81525,0.03846,0.84102,0.77575,0.86366,0.84027,0.79203,0.77515,0.73413,0.78125,0.80165,0.74812,0.80436,0.80159,0.56754,0.73559,0.88259,0.79064,0.8197,0.74946,0.77443,0.8384,0.73628,0.47567,0.82248,0.84025,0.81838,0.74777,0.05031,0.78805,0.83023,0.77901,0.85998,0.83466,0.76497,0.75991,0.71429,0.82165,0.84151,0.82437,0.52274,0.79232,0.76361,0.86477,0.74644,0.52494,0.69069,0.33153,0.87656,0.11775
0.10137,0.02499,0.40052,0.07988,0.10143,0.30476,0.38219,0.07522,0.43069,0.14373,0.3567,0.08398,0.18894,0.06692,0.07209,0.19326,0.10855,0.03306,0.07263,0.06037,0.09323,0.08409,0.24757,0.07557,0.7368,0.17779,0.18388,0.37419,0.19277,0.16928,0.04208,0.52273,0.07353,0.63749,0.2964,0.0275,0.49307,0.04388,0.04819,0.03242,0.11685,0.1311,0.64656,0.23804,0.09746,0.05187,0.1491,0.06945,0.0558,0.63641
0.65821,0.02772,0.68665,0.64432,0.64441,0.79941,0.63263,0.63007,0.72036,0.62718,0.70001,0.57098,0.63197,0.63446,0.54395,0.61644,0.74817,0.57343,0.64599,0.46869,0.67134,0.6789,0.5983,0.40988,0.71278,0.5377,0.61957,0.67462,0.0648,0.57665,0.63174,0.6616,0.56968,0.69244,0.71155,0.55913,0.57108,0.70822,0.45654,0.49471,0.62578,0.59001,0.62425,0.69372,0.5949,0.56791,0.6288,0.53123,0.69129,0.12775
0.61053,0.03438,0.61534,0.55866,0.68711,0.82503,0.47584,0.53125,0.64626,0.332,0.62766,0.54797,0.58739,0.6661,0.37982,0.61527,0.69333,0.54268,0.56451,0.45283,0.24142,0.54482,0.53901,0.32113,0.66677,0.48034,0.67532,0.59673,0.05247,0.52892,0.51493,0.6229,0.65951,0.60265,0.7219,0.48632,0.39926,0.60987,0.41577,0.58522,0.40899,0.5443,0.57736,0.55438,0.2875,0.49227,0.54329,0.0881,0.56985,0.17399
0.11421,0.02456,0.28007,0.11608,0.05528,0.62054,0.04158,0.05102,0.39994,0.13747,0.27119,0.05555,0.17787,0.05097,0.05629,0.26815,0.1651,0.05457,0.06592,0.05945,0.08308,0.07539,0.47477,0.10175,0.24135,0.10105,0.09529,0.37387,0.04581,0.106,0.07282,0.2385,0.082,0.32907,0.42851,0.02545,0.09505,0.04198,0.061,0.03765,0.09604,0.06003,0.14284,0.14379,0.05333,0.07589,0.33843,0.0515,0.15083,0.34512
0.68476,0.03629,0.81872,0.59218,0.85247,0.6758,0.81993,0.41272,0.77539,0.75354,0.78373,0.61221,0.54687,0.89268,0.06643,0.7322,0.90016,0.73223,0.58966,0.51939,0.61789,0.67277,0.42912,0.56494,0.69457,0.69345,0.75035,0.57415,0.06526,0.74722,0.59487,0.72471,0.95859,0.76707,0.88279,0.74549,0.6032,0.59361,0.46936,0.65357,0.31062,0.97546,0.64399,0.65685,0.37014,0.44815,0.65838,0.30063,0.91598,0.33579
0.20706,0.02918,0.40859,0.14386,0.0715,0.59608,0.17487,0.0613,0.32877,0.16904,0.34153,0.08157,0.36974,0.06043,0.04753,0.18088,0.17359,0.3306,0.07543,0.07658,0.13663,0.11866,0.51062,0.10238,0.50982,0.18914,0.15692,0.42393,0.54147,0.20874,0.07641,0.54584,0.07405,0.24499,0.26422,0.02612,0.35795,0.05325,0.06167,0.04704,0.19781,0.13919,0.23022,0.23729,0.07625,0.08342,0.21917,0.07129,0.21724,0.32601
0.69491,0.02828,0.75937,0.68147,0.78965,0.7362,0.71514,0.69127,0.72477,0.51617,0.72195,0.62383,0.67902,0.78215,0.39152,0.67882,0.71856,0.70656,0.68079,0.61059,0.65414,0.75963,0.5776,0.23595,0.77449,0.74904,0.70729,0.74457,0.05574,0.67006,0.6092,0.68345,0.7606,0.79933,0.75838,0.67222,0.59838,0.76374,0.56771,0.65868,0.62425,0.66743,0.69365,0.75541,0.52065,0.62623,0.66897,0.74322,0.73449,0.14842
0.68581,0.02303,0.74597,0.64469,0.68831,0.77484,0.66928,0.61682,0.67634,0.48433,0.72416,0.61814,0.58596,0.67454,0.58265,0.66867,0.74307,0.66723,0.73491,0.51458,0.54383,0.72555,0.67858,0.36272,0.76635,0.55925,0.63734,0.51584,0.05103,0.66043,0.51705,0.66645,0.71165,0.78716,0.74948,0.69727,0.63964,0.76989,0.67909,0.53758,0.67683,0.64013,0.67623,0.80243,0.6779,0.42393,0.65171,0.45362,0.77383,0.09806
0.72288,0.03195,0.79088,0.75251,0.86612,0.7864,0.6876,0.70744,0.71064,0.72769,0.81012,0.69998,0.77573,0.86078,0.67793,0.7184,0.66439,0.75343,0.79689,0.67813,0.5515,0.78612,0.63615,0.47982,0.83533,0.79124,0.69013,0.57018,0.08125,0.70451,0.74638,0.72836,0.78775,0.81738,0.71892,0.63365,0.54482,0.65616,0.34022,0.67905,0.62186,0.71538,0.70545,0.85068,0.58588,0.66903,0.73291,0.6621,0.73071,0.20986
0.73884,0.02743,0.72763,0.73963,0.91896,0.75088,0.69662,0.61927,0.75774,0.74476,0.71029,0.67043,0.67212,0.66508,0.32438,0.69898,0.2836,0.71883,0.66814,0.68391,0.7031,0.4973,0.6584,0.23317,0.78946,0.72449,0.71493,0.49474,0.05192,0.70632,0.13398,0.64831,0.80419,0.81172,0.76053,0.61946,0.72462,0.74301,0.5332,0.53353,0.69576,0.58623,0.63525,0.89115,0.17589,0.66121,0.43924,0.79659,0.80489,0.13553
0.80819,0.03257,0.8493,0.83899,0.91326,0.83047,0.85456,0.83718,0.85804,0.8444,0.85761,0.79996,0.77589,0.8395,0.82448,0.8569,0.91765,0.8706,0.918,0.82688,0.79302,0.86113,0.76175,0.46933,0.87938,0.8579,0.90636,0.83363,0.04923,0.83769,0.58057,0.82798,0.8694,0.88929,0.84219,0.91557,0.80085,0.85298,0.56262,0.81867,0.78957,0.83052,0.80724,0.95879,0.85734,0.74383,0.79072,0.87468,0.933,0.11183
0.48219,0.02737,0.46049,0.44361,0.06467,0.74748,0.05809,0.04882,0.45063,0.10677,0.73788,0.0446,0.16973,0.04181,0.07547,0.42704,0.26969,0.02707,0.85346,0.14089,0.10784,0.36238,0.42437,0.07459,0.51947,0.15639,0.06967,0.42221,0.21221,0.11334,0.14814,0.44745,0.05672,0.33651,0.29484,0.0275,0.23073,0.4262,0.06979,0.2111,0.08976,0.15869,0.26504,0.31836,0.07118,0.17743,0.58643,0.24764,0.54356,0.29815
0.82341,0.02678,0.83186,0.84365,0.90738,0.84362,0.86063,0.86689,0.84738,0.70307,0.85594,0.77124,0.78259,0.85652,0.77423,0.81875,0.91199,0.80264,0.8876,0.76961,0.83774,0.78372,0.82852,0.48712,0.89099,0.83902,0.88128,0.81698,0.06164,0.82542,0.89852,0.84303,0.87057,0.84322,0.83997,0.89795,0.78196,0.46412,0.43135,0.80169,0.82298,0.85723,0.77547,0.91324,0.8663,0.8097,0.83692,0.81041,0.91198,0.10109
0.79996,0.03816,0.81804,0.82635,0.85669,0.81913,0.82637,0.84918,0.84348,0.86044,0.84933,0.72597,0.79236,0.89699,0.83326,0.77773,0.89216,0.81242,0.87514,0.83343,0.81796,0.6828,0.81727,0.10601,0.88767,0.85778,0.86597,0.82084,0.04399,0.83744,0.60632,0.82838,0.87249,0.8903,0.86657,0.864,0.76634,0.82835,0.72519,0.86448,0.64473,0.83526,0.77148,0.90494,0.8179,0.51441,0.83178,0.56776,0.92643,0.07481
0.77801,0.02891,0.78846,0.7851,0.84901,0.80082,0.79494,0.72399,0.80174,0.76448,0.80389,0.68667,0.66363,0.90202,0.51372,0.73534,0.83276,0.56726,0.80845,0.76794,0.73611,0.76903,0.64297,0.39263,0.87357,0.72026,0.75832,0.75738,0.05468,0.70566,0.55702,0.7431,0.73403,0.81266,0.7989,0.44473,0.50669,0.79093,0.47856,0.69892,0.59162,0.72071,0.75568,0.85123,0.28465,0.48761,0.53098,0.52123,0.54939,0.10022
0.66714,0.03302,0.47325,0.68418,0.80174,0.78997,0.13404,0.59842,0.72797,0.2357,0.73058,0.62608,0.66939,0.76689,0.21689,0.65849,0.72092,0.44171,0.62015,0.62526,0.54233,0.70584,0.3861,0.11127,0.71804,0.53462,0.74568,0.51764,0.06025,0.6664,0.1294,0.60326,0.74568,0.75813,0.74336,0.63826,0.28949,0.66495,0.47082,0.67878,0.64507,0.60407,0.61717,0.72374,0.28262,0.312,0.66058,0.43438,0.52999,0.18511
0.75504,0.03554,0.7466,0.62851,0.79225,0.7678,0.74957,0.7127,0.75379,0.74704,0.74652,0.65574,0.65082,0.75418,0.66721,0.68147,0.75524,0.70401,0.73351,0.65936,0.71479,0.73631,0.70314,0.36184,0.7472,0.64412,0.7268,0.73917,0.04819,0.68779,0.78293,0.72199,0.76145,0.76929,0.77981,0.67142,0.66032,0.77188,0.35132,0.68651,0.52437,0.71251,0.67258,0.80867,0.45919,0.42011,0.6738,0.73828,0.79111,0.09808
0.77317,0.03038,0.74095,0.73285,0.85407,0.82353,0.74585,0.69466,0.77787,0.73621,0.78889,0.72226,0.64357,0.76737,0.50731,0.74613,0.8481,0.76968,0.87271,0.73393,0.46979,0.7971,0.41263,0.30416,0.75874,0.78368,0.78376,0.68102,0.05316,0.70605,0.8479,0.71317,0.81586,0.84568,0.79321,0.75328,0.54652,0.74919,0.77007,0.74137,0.54767,0.72986,0.72597,0.8614,0.48438,0.60197,0.71209,0.72258,0.85914,0.16615
0.82405,0.03274,0.81392,0.82208,0.86376,0.83696,0.82511,0.79904,0.82011,0.85207,0.84826,0.75096,0.79683,0.8275,0.40434,0.79254,0.87658,0.81289,0.87203,0.76198,0.81236,0.8253,0.77538,0.4989,0.87662,0.85273,0.81142,0.78203,0.06291,0.79947,0.82693,0.7969,0.87128,0.8489,0.83043,0.83014,0.74375,0.80381,0.6559,0.75023,0.79061,0.80074,0.81522,0.86618,0.66608,0.6132,0.57075,0.53651,0.93266,0.09505
0.80775,0.0265,0.68169,0.63685,0.8001,0.80171,0.79391,0.72859,0.76232,0.60539,0.84681,0.68089,0.72358,0.82127,0.7607,0.64959,0.85489,0.76791,0.71907,0.74543,0.50752,0.78354,0.67767,0.55639,0.80627,0.94016,0.77972,0.67141,0.07242,0.84788,0.36364,0.73358,0.84813,0.64062,0.89631,0.42215,0.54077,0.05439,0.34869,0.47676,0.60192,0.74998,0.78186,0.85793,0.62276,0.41526,0.7142,0.0682,0.80042,0.33152
0.10906,0.02843,0.38697,0.09869,0.06983,0.48408,0.0734,0.07962,0.58644,0.11476,0.42288,0.06073,0.19563,0.03747,0.05073,0.1842,0.15149,0.12421,0.04385,0.05629,0.15021,0.10014,0.44141,0.07381,0.19995,0.2572,0.24115,0.40659,0.61347,0.11777,0.03235,0.56661,0.0714,0.5371,0.46265,0.0295,0.35627,0.04314,0.0368,0.04833,0.09396,0.09632,0.14706,0.39483,0.06153,0.07494,0.21167,0.05951,0.24256,0.6474
0.12672,0.02337,0.29193,0.09491,0.06424,0.49444,0.04862,0.09264,0.40709,0.12639,0.31957,0.07438,0.15415,0.04139,0.05864,0.15653,0.14322,0.05606,0.48157,0.08884,0.10941,0.10667,0.2629,0.09693,0.56525,0.07466,0.12284,0.27738,0.58411,0.09106,0.07285,0.2776,0.07066,0.17227,0.21981,0.02397,0.1523,0.09775,0.05537,0.10546,0.08465,0.12077,0.25908,0.18699,0.05202,0.12393,0.38383,0.08078,0.09115,0.61932
0.09347,0.03447,0.55244,0.22313,0.07139,0.64997,0.4832,0.14065,0.67797,0.35589,0.55573,0.2069,0.21057,0.21636,0.05731,0.2815,0.17197,0.03154,0.56102,0.07701,0.11496,0.12478,0.67845,0.14572,0.66991,0.21406,0.1786,0.26271,0.08388,0.06918,0.07461,0.66204,0.06025,0.52467,0.50905,0.22007,0.26009,0.15841,0.26184,0.04051,0.27477,0.23149,0.14425,0.85122,0.27117,0.07695,0.63926,0.11211,0.52525,0.16867
0.05564,0.09253,0.19691,0.21016,0.05229,0.83247,0.03166,0.08836,0.38607,0.10132,0.46659,0.0792,0.3895,0.06769,0.03689,0.17706,0.35695,0.04584,0.38994,0.14778,0.11085,0.27022,0.37093,0.14261,0.48274,0.20128,0.34749,0.32636,0.4866,0.331,0.04939,0.48148,0.1035,0.13054,0.40399,0.29698,0.41703,0.1048,0.05065,0.07289,0.09923,0.0527,0.19048,0.93581,0.1689,0.29774,0.7825,0.093,0.11972,0.31177
0.0901,0.03062,0.16812,0.0691,0.07691,0.48791,0.12613,0.05908,0.48839,0.08389,0.54906,0.0507,0.23171,0.04357,0.0616,0.2511,0.07384,0.05779,0.04752,0.05324,0.20573,0.08057,0.61918,0.08224,0.47237,0.0798,0.05504,0.42256,0.63252,0.18942,0.03637,0.56008,0.07346,0.75348,0.24657,0.13452,0.11382,0.07945,0.04861,0.02747,0.08635,0.06372,0.35615,0.09774,0.04141,0.11333,0.41112,0.06384,0.05917,0.78357
0.79568,0.02727,0.82565,0.78491,0.86884,0.79378,0.80584,0.8446,0.79446,0.78656,0.82648,0.7083,0.77368,0.88156,0.36038,0.73721,0.91238,0.79155,0.88967,0.75375,0.78556,0.78625,0.72577,0.40212,0.85069,0.76982,0.87899,0.78005,0.04924,0.772,0.54558,0.78993,0.87111,0.82477,0.81508,0.79384,0.6467,0.81898,0.75317,0.75934,0.5819,0.77862,0.75078,0.83855,0.82852,0.56005,0.74155,0.87641,0.92809,0.12285
0.73495,0.03195,0.38179,0.73363,0.85858,0.76935,0.73851,0.60861,0.74763,0.68005,0.75436,0.73557,0.62521,0.76919,0.52947,0.72309,0.75491,0.43166,0.80757,0.6884,0.51282,0.5691,0.40164,0.38077,0.8295,0.42182,0.69556,0.61813,0.04791,0.69718,0.79088,0.70166,0.92034,0.79238,0.78922,0.6619,0.2637,0.65786,0.43932,0.73217,0.50308,0.68226,0.59169,0.82143,0.4242,0.53558,0.73902,0.45007,0.64707,0.11261
0.84424,0.03873,0.83209,0.84099,0.92368,0.80634,0.85948,0.87091,0.89542,0.89468,0.91694,0.7825,0.83493,0.93666,0.04704,0.76328,0.94817,0.83004,0.89862,0.85773,0.48192,0.67844,0.80686,0.08615,0.92105,0.88329,0.89187,0.64353,0.04778,0.9087,0.86077,0.86438,0.88776,0.87823,0.89971,0.92149,0.52173,0.87374,0.76881,0.84829,0.59938,0.85388,0.85284,0.92354,0.64638,0.68868,0.84261,0.82763,0.92505,0.0517
0.74538,0.05215,0.80385,0.71231,0.83206,0.79598,0.75576,0.81031,0.80953,0.85004,0.78439,0.72633,0.733,0.8604,0.41948,0.77691,0.86446,0.73211,0.71112,0.75226,0.49787,0.79287,0.38233,0.5089,0.74118,0.75628,0.80323,0.74494,0.05072,0.75147,0.16457,0.7299,0.85428,0.83254,0.83814,0.76754,0.61464,0.30724,0.83296,0.78601,0.39656,0.7153,0.47927,0.77606,0.29178,0.64859,0.77971,0.55512,0.83024,0.18201
0.14072,0.03249,0.45297,0.14242,0.06108,0.77908,0.12069,0.07997,0.60846,0.1196,0.48192,0.09219,0.38651,0.08501,0.04871,0.18285,0.6131,0.07852,0.39949,0.08157,0.17316,0.11163,0.38414,0.07751,0.53734,0.36719,0.17011,0.48136,0.1694,0.23158,0.06013,0.47286,0.06252,0.32077,0.44838,0.35025,0.27803,0.07701,0.05212,0.04291,0.114,0.2099,0.32841,0.41809,0.13906,0.15169,0.37192,0.0653,0.14296,0.56485
0.76531,0.02184,0.19572,0.73761,0.84571,0.78911,0.77893,0.5043,0.72566,0.73205,0.75529,0.7123,0.68605,0.84242,0.30373,0.76179,0.79714,0.48438,0.78659,0.70567,0.66014,0.6131,0.57574,0.19446,0.81085,0.40955,0.7106,0.54736,0.04123,0.50681,0.57812,0.72149,0.80154,0.7575,0.80527,0.73912,0.43058,0.04425,0.74133,0.70317,0.54297,0.67749,0.65544,0.78626,0.14739,0.57128,0.71339,0.58009,0.82219,0.15983
0.82941,0.01858,0.85741,0.86402,0.93404,0.83147,0.88601,0.85694,0.88103,0.8434,0.82243,0.78922,0.80037,0.91721,0.65498,0.79514,0.9089,0.79361,0.88262,0.83689,0.85722,0.85762,0.79413,0.5731,0.93506,0.89428,0.89847,0.8023,0.06714,0.8264,0.81972,0.81024,0.90083,0.66299,0.84971,0.89751,0.82864,0.88518,0.71779,0.85753,0.50269,0.83872,0.86762,0.87973,0.81707,0.82632,0.74271,0.30499,0.93578,0.06541
0.77022,0.03315,0.62066,0.78218,0.83022,0.85786,0.78398,0.74011,0.83406,0.77907,0.80994,0.70065,0.74337,0.59494,0.74814,0.73719,0.87045,0.14306,0.80191,0.70063,0.23795,0.74487,0.72075,0.25241,0.86253,0.75665,0.79745,0.74316,0.06137,0.73687,0.23421,0.7842,0.74581,0.7906,0.82363,0.7664,0.5923,0.2266,0.76909,0.74,0.76401,0.74889,0.73892,0.70709,0.27617,0.46368,0.76038,0.57623,0.83655,0.08718
0.68243,0.01905,0.24952,0.68934,0.58226,0.67739,0.60355,0.14019,0.33486,0.49495,0.70683,0.74539,0.25516,0.94533,0.54436,0.74274,0.81817,0.52659,0.82802,0.75108,0.20719,0.49316,0.22995,0.11167,0.69645,0.13041,0.74969,0.25276,0.04689,0.77559,0.09696,0.75282,0.85021,0.45115,0.79482,0.75761,0.11273,0.73485,0.20964,0.74574,0.42805,0.72184,0.45271,0.82191,0.04454,0.08775,0.4237,0.10608,0.91658,0.10909
0.22273,0.02664,0.42903,0.12745,0.05569,0.48966,0.08747,0.05722,0.19116,0.15746,0.20541,0.07198,0.19126,0.07504,0.05425,0.60257,0.11412,0.093,0.06137,0.10065,0.23167,0.12068,0.31182,0.09822,0.34222,0.35759,0.11745,0.48214,0.29802,0.14774,0.05742,0.29989,0.05916,0.37433,0.22224,0.02827,0.33044,0.0538,0.07008,0.07138,0.11774,0.22617,0.168,0.29317,0.07547,0.15324,0.22683,0.06718,0.35572,0.4288
0.10508,0.02347,0.21828,0.25814,0.04941,0.81123,0.14846,0.31005,0.66994,0.12015,0.58413,0.07909,0.22667,0.05709,0.05176,0.23568,0.18396,0.06494,0.11506,0.07144,0.16647,0.10792,0.21485,0.17421,0.54125,0.12092,0.27826,0.54395,0.16034,0.29718,0.08692,0.43883,0.06546,0.19989,0.54292,0.02837,0.15698,0.10461,0.06222,0.03377,0.09284,0.63663,0.34687,0.15816,0.07805,0.29914,0.41577,0.0854,0.07591,0.46518
0.8124,0.02379,0.82033,0.5477,0.89266,0.8234,0.78445,0.58305,0.80055,0.83504,0.80656,0.7409,0.77913,0.85906,0.71408,0.77585,0.87637,0.79656,0.83276,0.74259,0.81938,0.79223,0.55156,0.29115,0.83962,0.86202,0.80169,0.66971,0.07318,0.74753,0.83946,0.80409,0.84423,0.86147,0.84475,0.7731,0.53097,0.8437,0.67239,0.79348,0.74508,0.77545,0.59033,0.84412,0.57155,0.39134,0.77595,0.553,0.882,0.33833
0.77052,0.03527,0.79566,0.7647,0.86525,0.80211,0.7914,0.78184,0.73462,0.79904,0.78984,0.71459,0.75594,0.77888,0.74873,0.74734,0.85208,0.74647,0.75128,0.72214,0.79612,0.80801,0.72928,0.37145,0.84012,0.77492,0.803,0.7822,0.09267,0.7394,0.70194,0.64766,0.59701,0.84032,0.8308,0.61325,0.68657,0.82523,0.49079,0.76589,0.6917,0.7101,0.73504,0.79636,0.54869,0.48704,0.75897,0.56153,0.84056,0.09349
0.80994,0.03047,0.8674,0.79284,0.83258,0.79852,0.7768,0.74011,0.79848,0.74046,0.80717,0.74283,0.75093,0.95589,0.71628,0.75207,0.86721,0.78491,0.82993,0.76501,0.69738,0.76376,0.743,0.29754,0.85946,0.81186,0.80143,0.81926,0.04907,0.78494,0.8159,0.8005,0.81841,0.84293,0.84705,0.78663,0.73326,0.83598,0.50683,0.75414,0.63022,0.82222,0.77971,0.87404,0.78486,0.62701,0.78948,0.69638,0.85554,0.10001
0.70196,0.02848,0.72666,0.66704,0.885,0.75585,0.66821,0.64146,0.73661,0.70662,0.70046,0.6477,0.66028,0.95531,0.43325,0.65411,0.81838,0.68914,0.65047,0.58937,0.68416,0.70991,0.56539,0.40882,0.74262,0.72056,0.70954,0.682,0.06185,0.67316,0.74616,0.65892,0.74543,0.77299,0.77179,0.66111,0.35829,0.77167,0.59763,0.65695,0.59287,0.65077,0.64175,0.7158,0.48073,0.49063,0.64212,0.45456,0.73335,0.19767
